promo_applied,spend_90d,tenure_months,past_purchases,age
0,94.07,44,13,46
1,128.27,33,15,29
1,110.61,22,7,45
0,83.52,38,2,53
0,54.62,35,4,22
0,77.29,18,1,25
1,109.8,4,7,30
0,50.93,33,0,28
0,87.47,9,4,40
1,69.38,11,1,57
1,92.46,10,12,64
1,99.06,25,2,26
1,79.79,8,2,33
1,134.33,40,12,31
0,48.21,12,3,27
0,187.59,4,44,46
1,99.38,21,2,39
0,93.12,22,9,21
1,84.12,32,7,55
1,111.15,33,8,38
1,68.09,18,3,18
1,147.67,38,19,39
1,112.99,47,4,56
0,72.87,16,5,56
0,116.89,3,24,27
0,59.04,31,3,29
1,127.64,36,1,42
0,74.59,30,4,20
0,82.91,18,6,51
1,80.55,19,5,31
1,134.88,32,10,22
0,79.58,29,3,57
0,92.93,23,7,51
1,113.62,46,4,33
0,74.65,34,4,46
1,82.68,41,3,28
1,90.51,20,1,58
1,95.37,36,3,20
0,53.93,6,5,47
0,73.58,44,4,24
0,62.09,23,3,34
1,158.13,42,3,57
0,8.95,13,3,38
0,32.97,29,11,49
1,106.11,37,1,23
0,51.61,39,1,33
1,85.92,23,3,22
1,110.06,37,4,56
0,64.4,32,2,29
0,104.28,4,6,63
0,54.54,20,2,40
0,115.48,3,15,49
1,112.96,47,5,19
0,105.08,35,7,38
0,92.29,6,1,57
1,69.85,23,1,29
1,115.06,33,0,49
1,146.24,27,19,57
1,59.49,5,2,47
0,82.53,35,4,39
1,94.51,5,6,55
1,168.4,45,6,55
0,63.92,8,1,50
1,107.56,33,3,51
1,61.54,20,2,61
0,83.87,43,3,21
0,83.06,22,8,57
0,92.79,17,8,52
0,75.33,40,17,59
0,95.83,32,3,54
1,96.4,36,2,64
1,102.98,31,5,22
0,62.87,5,7,37
0,92.21,2,9,49
0,49.04,31,9,25
1,97.18,45,7,62
1,97.46,31,10,41
0,54.09,12,2,43
0,91.63,6,2,64
0,93.57,26,8,54
1,117.27,32,6,60
0,89.2,11,2,61
0,50.16,36,3,25
0,120.28,17,1,51
0,61.06,6,1,20
1,81.81,29,5,36
0,85.2,16,6,25
0,97.66,10,2,51
1,87.42,21,0,26
0,58.88,3,6,46
1,139.34,41,2,25
1,130.9,46,10,33
1,73.61,5,8,47
1,97.49,23,7,32
0,71.15,11,5,45
0,69.17,24,6,56
0,89.54,12,3,43
1,108.04,33,3,63
0,118.33,11,2,54
1,123.68,36,22,46
1,58.61,32,2,20
1,116.44,41,4,19
1,89.89,44,1,57
0,80.73,46,1,53
1,125.33,41,2,50
0,51.3,1,2,22
1,90.85,25,3,53
1,120.77,46,5,38
1,33.69,9,0,23
1,82.36,23,6,47
0,74.74,44,1,20
1,158.55,39,19,57
0,52.4,6,2,31
1,117.11,35,7,23
1,80.44,26,1,20
1,140.6,26,7,58
0,95.32,44,6,62
1,127.74,46,8,18
1,94.89,12,8,18
1,112.27,26,1,54
1,111.06,38,5,57
0,50.37,22,5,26
0,78.22,10,3,46
1,120.73,47,2,26
0,93.4,7,13,46
0,106.1,36,9,63
1,111.13,34,13,52
0,73.34,26,12,43
0,106.83,11,6,48
1,91.21,29,4,42
0,90.16,11,1,34
1,38.81,4,3,40
1,38.42,19,3,57
0,97.49,29,6,47
0,108.94,16,16,57
1,90.81,10,5,56
0,67.48,40,5,48
0,59.01,3,3,56
0,93.86,7,4,53
1,100.54,20,1,30
0,134.28,45,36,37
1,73.73,21,1,49
0,137.57,35,6,62
1,127.48,19,17,45
1,119.5,39,7,31
1,99.75,15,6,56
0,77.2,6,4,28
1,62.31,17,3,36
1,105.52,34,3,33
0,79.56,19,1,49
1,123.65,39,16,55
0,72.35,12,5,60
0,61.53,43,0,29
0,119.45,42,1,60
1,122.22,39,1,29
0,110.39,1,1,63
1,108.2,16,5,62
1,133.57,37,4,42
1,120.8,43,4,39
0,118.45,7,4,58
0,80.4,1,12,52
1,63.69,9,4,51
0,58.49,10,5,37
0,87.6,23,9,64
0,116.91,31,13,57
0,70.79,22,6,44
0,50.56,7,0,23
1,115.44,22,9,60
0,84.71,13,1,61
1,49.76,9,6,38
1,128.29,18,23,45
1,86.91,12,1,38
0,100.9,14,6,34
0,69.93,4,2,40
1,163.06,44,18,49
0,48.31,26,3,28
1,53.17,7,2,46
1,144.42,46,2,39
0,71.88,13,11,33
0,101.81,11,2,48
0,70.75,14,3,20
0,57.52,33,3,43
0,65.2,35,5,40
1,89.09,31,0,45
0,72.4,26,1,23
1,69.57,23,5,30
1,112.53,32,4,48
1,74.73,11,2,57
1,161.35,39,19,26
1,137.83,28,28,22
0,8.77,16,5,26
0,45.86,38,9,30
0,86.51,3,4,53
1,124.33,11,3,50
0,41.95,11,2,44
1,88.72,45,3,20
0,79.06,46,1,41
0,79.1,37,2,30
0,113.04,19,2,39
0,107.57,25,3,52
1,96.67,36,2,36
1,91.74,34,1,60
0,92.43,8,4,48
0,88.16,17,6,64
0,99.03,12,3,33
1,118.32,30,6,57
1,124.59,41,4,29
1,126.04,47,5,60
1,48.63,7,4,47
0,104.82,6,7,44
1,182.08,45,4,51
0,67.66,38,10,40
1,145.06,28,10,56
0,74.37,33,1,59
0,72.02,47,1,37
0,39.92,36,8,27
1,135.06,41,0,34
0,53.75,37,3,46
1,134.45,44,2,50
1,123.03,28,3,30
1,103.81,34,2,52
1,73.91,3,13,35
0,60.91,5,6,45
0,135.93,42,18,63
0,134.93,6,28,19
0,78.37,25,1,50
0,94.39,6,2,26
0,84.77,6,10,60
0,50.49,22,2,54
1,100.69,20,5,18
1,130.37,26,5,62
0,56.37,4,2,21
1,121.5,41,4,53
1,91.62,26,2,53
1,87.58,36,1,57
1,104.3,24,11,38
0,87.3,13,13,26
0,68.84,27,1,32
0,90.53,28,2,43
1,104.88,22,6,42
1,92.41,39,3,41
0,85.19,21,14,49
0,53.04,38,0,53
1,139.37,42,0,44
0,113.94,9,9,46
1,133.71,40,7,29
1,76.27,40,2,20
0,60.23,12,4,20
0,86.07,3,1,41
1,142.93,47,5,53
1,54.02,8,9,30
1,147.67,47,9,52
0,74.51,36,10,19
0,71.71,12,5,41
1,157.77,36,4,54
0,67.92,12,3,32
1,127.71,47,6,46
1,100.1,36,3,48
0,70.26,34,3,36
1,109.89,41,1,60
1,129.29,47,5,60
1,125.19,29,2,57
1,105.57,41,1,18
1,100.17,46,2,35
0,89.62,24,5,23
0,63.7,10,6,32
0,111.48,29,5,58
1,62.96,33,2,37
1,118.11,22,4,20
0,59.83,2,2,28
0,82.35,19,4,62
0,98.22,5,13,53
0,79.37,1,2,31
1,97.4,9,1,59
0,57.2,3,1,58
0,125.92,8,13,30
1,142.57,31,5,33
1,122.83,28,13,49
1,48.67,12,2,20
0,82.51,16,8,51
0,65.78,45,4,25
1,205.16,13,68,29
0,87.28,9,1,45
1,54.51,13,6,40
0,64.07,24,4,55
1,130.44,47,3,45
1,104.61,34,5,36
0,176.07,21,47,52
0,56.09,24,4,50
0,85.47,9,11,21
0,15.04,11,1,29
0,93.49,22,12,43
1,126.0,44,3,38
0,97.41,21,11,49
0,79.4,32,11,62
0,123.81,23,13,58
1,102.09,31,3,58
1,106.25,26,11,25
1,143.31,30,17,59
1,53.27,6,1,34
1,106.95,40,1,63
0,112.97,32,9,48
1,129.62,27,4,57
0,89.67,21,0,48
0,58.54,15,4,44
0,103.04,18,10,56
0,68.07,5,5,40
0,95.99,42,7,58
1,86.58,44,4,59
0,85.8,2,5,28
0,118.99,10,14,45
0,93.49,29,6,19
0,103.51,18,13,53
1,151.8,25,12,43
0,27.75,44,1,31
1,87.9,46,1,23
1,104.2,17,4,51
1,96.98,15,2,50
0,124.97,21,10,64
1,91.83,2,5,60
1,113.06,27,3,34
1,85.46,32,8,53
0,73.29,29,5,34
1,130.66,27,4,63
1,112.19,40,1,54
1,84.76,18,1,55
1,135.53,47,5,20
1,111.72,2,20,39
0,99.16,13,5,53
0,52.79,43,3,39
0,98.97,19,3,60
1,71.84,25,2,41
1,36.88,2,3,37
0,105.96,33,8,20
1,116.53,27,8,19
1,119.58,35,6,23
1,111.63,35,10,46
1,115.89,36,8,44
1,148.68,40,19,41
1,49.46,27,1,54
0,84.63,4,7,21
1,87.37,25,4,54
1,163.51,37,16,59
0,83.0,46,4,46
1,105.61,32,6,20
0,80.78,5,2,56
1,83.57,41,3,55
1,115.48,40,2,40
1,98.14,16,2,43
0,116.6,32,5,27
1,103.63,26,1,40
1,76.4,37,3,44
1,70.48,6,4,31
1,108.55,34,3,47
1,32.76,14,1,19
1,67.69,38,5,22
0,68.75,1,2,56
1,108.2,29,3,38
1,115.89,43,2,46
1,68.65,8,2,24
0,65.16,26,2,33
1,130.24,43,4,64
0,75.23,13,3,24
0,76.96,13,7,27
0,30.69,43,0,20
0,85.96,21,3,33
0,91.57,32,4,59
0,67.75,23,5,27
1,91.05,43,1,45
0,101.63,41,9,53
0,72.32,9,0,41
0,89.3,23,11,51
0,118.13,33,6,42
1,58.17,37,0,18
1,195.94,41,22,43
1,99.97,30,4,27
0,45.07,16,1,20
1,150.28,20,6,44
1,101.32,40,1,26
0,123.28,46,10,59
1,145.66,46,9,52
0,56.0,8,8,22
1,98.83,38,3,54
0,73.18,5,1,36
1,114.46,45,3,32
1,135.27,38,2,38
0,55.77,18,2,49
1,105.56,13,8,64
1,134.51,31,9,27
0,111.32,33,1,24
1,63.18,4,6,40
1,100.19,42,1,52
0,55.7,19,0,30
0,51.9,24,1,30
0,58.44,5,4,20
1,105.79,33,3,32
1,49.33,12,8,50
0,58.7,1,2,25
0,71.75,44,5,35
0,94.4,18,8,24
0,97.76,2,9,40
0,61.58,33,3,23
1,130.5,30,8,43
0,24.74,35,8,19
0,81.3,4,5,18
0,62.09,5,2,35
0,72.9,43,3,41
0,80.45,12,1,24
0,81.84,32,6,37
1,99.04,34,1,18
1,108.71,22,5,47
0,85.88,27,7,58
1,77.96,40,6,24
1,105.97,34,3,33
1,77.03,15,4,20
0,71.8,39,2,25
1,119.87,40,6,36
1,69.3,9,3,26
0,102.19,28,0,47
1,131.93,41,10,55
1,120.12,45,15,18
1,46.97,4,0,25
1,137.97,19,20,31
0,105.9,10,3,24
0,36.74,5,2,23
0,64.57,18,1,21
0,42.18,30,2,30
0,101.57,24,1,19
0,47.6,11,2,63
0,49.16,30,8,18
1,125.53,37,8,48
0,108.47,36,7,32
0,55.73,11,4,34
1,66.75,8,2,30
1,99.12,44,12,39
0,90.85,37,11,31
1,62.79,11,3,31
0,85.36,10,5,38
0,111.49,21,6,59
0,112.91,2,19,51
0,90.56,10,4,55
1,42.73,3,6,35
1,74.47,33,5,25
0,121.73,19,9,46
1,101.13,22,6,62
1,127.13,10,5,58
1,148.95,36,11,31
1,86.7,42,0,56
0,77.5,16,2,44
1,86.37,16,2,53
1,105.22,38,6,53
1,18.55,1,1,34
1,99.58,38,7,41
1,93.18,20,2,60
0,95.96,17,8,24
0,74.36,29,3,39
1,145.82,37,7,30
0,92.89,26,9,46
0,63.23,25,6,19
0,90.87,36,13,35
1,116.87,12,7,61
0,74.1,4,1,44
1,135.79,45,2,46
1,108.18,32,3,60
0,49.05,25,4,19
1,47.96,1,4,59
0,91.93,12,12,20
0,71.04,32,1,63
0,94.95,3,0,54
1,108.49,40,6,29
1,101.76,26,6,44
1,90.32,39,4,29
0,74.26,18,2,60
1,125.65,21,2,45
1,54.24,18,1,29
0,99.45,40,11,35
1,78.12,38,5,55
1,82.33,45,2,21
1,151.1,47,16,53
0,36.04,4,3,38
1,143.44,43,4,19
1,128.67,32,9,46
1,107.66,36,3,28
1,148.34,38,9,60
1,117.52,38,6,47
1,87.18,35,1,64
1,84.41,19,9,63
0,91.8,27,15,47
0,50.08,4,3,22
0,58.84,6,4,28
1,106.17,35,3,38
0,86.55,4,5,36
1,108.34,19,3,57
1,65.62,38,1,37
1,89.12,23,1,54
0,96.1,12,6,39
0,67.97,3,8,37
1,81.24,35,2,43
1,87.94,25,13,46
1,109.89,31,1,34
0,51.64,5,3,39
1,84.38,18,13,36
0,84.4,9,2,59
0,66.81,21,0,49
1,68.06,28,1,57
1,125.8,9,30,26
0,73.36,14,6,27
1,93.33,40,8,36
1,141.3,35,4,60
0,57.07,10,5,34
0,83.53,14,7,21
1,61.35,7,0,38
0,85.4,41,8,52
1,85.37,32,9,32
1,142.74,13,29,25
0,101.77,17,4,57
1,80.52,22,2,38
1,83.45,44,7,41
1,118.87,27,4,53
0,64.43,21,2,62
1,93.11,34,4,18
0,52.77,1,1,31
1,128.74,18,21,58
0,87.3,36,3,58
1,110.69,42,10,18
1,134.11,47,3,55
1,96.95,20,1,51
0,137.07,40,15,62
1,109.56,12,11,42
0,114.0,19,11,57
0,69.85,26,2,49
0,92.21,20,4,49
1,103.93,36,1,29
1,66.37,1,1,19
1,93.24,47,4,40
0,45.88,2,2,31
1,99.43,24,4,19
1,105.95,10,13,57
0,56.48,9,11,23
0,92.9,21,4,23
0,77.53,29,1,34
1,97.88,18,7,63
0,79.68,36,3,23
1,106.23,42,2,47
1,33.73,17,4,28
0,72.28,20,1,24
0,87.88,9,4,61
1,71.1,15,1,48
1,89.56,20,5,28
0,82.64,3,11,27
0,65.55,14,1,20
0,90.57,33,1,50
0,94.65,3,11,45
1,114.43,33,3,47
1,136.35,45,13,49
1,145.01,45,2,58
0,54.02,39,4,53
1,108.36,42,6,53
0,71.73,12,3,57
1,169.3,45,12,59
1,69.02,29,2,64
0,54.66,3,1,33
0,90.57,20,1,63
0,47.99,22,8,26
1,69.64,15,9,46
0,75.87,27,9,45
0,51.9,6,2,51
0,65.45,23,6,33
1,87.87,2,8,57
1,67.55,11,4,43
0,70.48,25,3,62
0,73.85,6,6,37
1,115.31,42,3,25
1,148.37,47,2,25
0,78.2,23,8,22
0,74.6,1,2,61
1,136.18,43,10,57
1,64.65,26,1,40
1,114.94,45,2,44
1,108.22,38,1,20
0,75.55,31,5,53
1,124.18,38,4,58
1,137.3,38,10,22
0,103.55,28,5,58
0,49.09,13,1,50
0,78.88,33,13,20
0,55.15,29,3,25
1,154.92,47,20,36
0,135.66,1,10,55
1,159.84,30,14,58
0,122.11,3,6,43
0,68.86,1,1,47
0,135.73,5,16,52
0,84.15,37,12,39
1,107.5,16,3,60
1,149.73,40,15,50
0,97.37,26,35,28
1,108.69,43,8,41
1,105.19,22,6,19
1,174.26,47,19,53
1,91.6,29,3,22
0,43.2,29,6,53
0,92.27,30,6,52
1,93.08,26,3,57
0,146.55,25,31,39
0,68.62,8,1,22
0,101.63,38,9,23
1,144.23,47,7,57
1,95.73,25,5,64
1,72.87,39,2,45
1,54.15,8,1,45
0,83.2,14,9,26
1,125.56,35,5,23
1,124.28,27,13,21
1,100.04,38,2,58
1,162.95,38,26,25
0,41.72,45,1,32
1,111.21,7,5,62
1,66.74,8,3,28
0,64.77,43,3,29
1,123.85,39,3,26
0,82.83,4,1,34
1,125.51,20,5,39
1,111.67,34,9,50
1,145.05,32,3,34
1,85.71,30,1,37
1,112.67,45,4,32
1,50.29,34,3,39
1,87.16,30,2,58
0,38.43,18,8,19
0,64.2,11,1,25
0,127.85,5,27,62
1,80.89,22,2,58
1,113.03,39,5,18
1,136.64,34,19,29
0,73.98,5,3,37
1,115.78,42,7,44
0,66.23,14,2,52
1,122.39,37,4,31
0,75.67,24,2,43
0,91.66,18,3,59
1,95.45,39,3,45
1,107.04,4,5,21
0,72.84,16,9,27
0,109.2,24,2,53
0,73.59,17,2,51
0,83.23,6,4,33
1,136.51,32,21,18
1,56.5,2,8,47
0,95.07,2,6,33
0,102.84,7,27,27
0,53.82,47,1,25
0,56.43,21,4,19
1,118.23,46,1,37
1,95.74,30,2,64
0,75.7,17,2,41
0,69.02,11,17,26
1,63.43,6,4,39
0,75.95,19,4,22
0,81.44,44,5,35
0,93.62,40,1,51
1,133.03,25,4,61
1,143.85,42,10,54
1,46.86,6,1,55
1,100.86,45,7,31
0,38.61,28,4,52
1,70.36,12,9,44
0,78.99,33,3,48
1,146.79,34,3,41
1,155.11,43,11,42
1,67.74,44,3,22
0,68.12,4,6,41
0,124.85,6,4,24
1,89.79,16,3,37
1,111.51,26,4,47
1,114.61,27,4,49
1,123.71,22,3,38
0,101.79,4,12,36
1,126.28,34,12,29
1,95.42,21,4,55
1,120.83,44,3,39
0,58.83,14,4,28
0,78.88,30,3,42
1,85.1,25,5,23
0,100.44,15,21,34
0,83.85,35,4,42
0,116.69,15,17,61
1,97.39,43,1,60
0,56.36,28,2,46
1,124.31,30,3,52
1,94.37,30,3,22
1,161.7,47,4,59
1,119.94,40,2,50
0,56.44,19,3,61
1,71.19,26,2,48
1,77.61,14,6,55
1,144.95,38,9,47
1,140.59,15,7,52
0,58.12,29,22,31
0,97.77,10,10,19
0,85.45,16,2,52
1,97.88,4,4,62
0,33.51,2,8,20
1,94.08,26,3,33
1,65.54,4,1,34
1,122.67,30,8,39
1,125.92,28,10,27
0,28.79,46,4,37
1,104.78,15,6,33
1,50.97,3,7,25
0,55.83,36,5,36
0,56.03,20,6,22
1,76.09,19,1,49
1,106.53,9,10,33
1,176.2,30,19,45
1,58.71,9,2,44
1,69.56,11,6,56
1,88.72,15,5,50
1,88.68,8,7,25
1,68.4,13,3,21
0,75.57,9,5,32
1,114.1,26,3,22
1,129.89,37,7,41
0,76.61,23,1,64
0,151.41,13,29,61
0,68.8,35,6,46
0,98.34,10,5,55
1,111.72,10,6,52
1,58.47,8,6,45
0,109.97,45,14,39
0,31.1,19,0,18
0,89.01,7,4,32
0,72.91,6,13,22
0,85.17,21,1,52
0,87.64,20,1,47
1,151.0,36,8,57
0,95.98,12,3,51
0,96.55,1,12,34
0,102.06,19,3,45
1,124.36,26,5,55
0,70.02,12,3,46
1,77.32,18,4,62
1,108.51,39,1,38
1,120.13,8,17,38
1,100.47,46,1,50
1,125.35,44,7,50
0,101.84,30,3,42
0,42.68,9,11,28
0,65.12,18,7,50
0,118.65,27,5,56
1,144.7,41,8,46
0,39.44,4,5,30
1,115.28,21,4,50
1,118.3,34,7,41
1,116.47,47,0,32
0,35.25,8,2,37
0,59.34,6,0,57
1,55.9,28,2,19
0,56.94,6,0,51
0,93.2,7,4,30
1,95.37,6,8,47
1,82.79,27,4,31
0,97.13,40,5,53
0,75.14,6,4,37
0,79.63,39,4,55
1,104.59,29,20,28
1,71.48,38,0,37
0,37.49,19,2,48
0,81.36,14,5,51
1,40.67,5,5,43
1,68.5,7,6,35
0,68.82,8,5,24
1,83.61,26,2,20
1,110.27,32,6,53
0,84.5,25,8,28
1,111.59,21,2,38
0,172.38,46,44,61
1,90.28,41,1,27
1,117.72,46,2,52
1,108.03,23,6,43
0,102.99,16,2,63
0,127.78,26,17,45
0,72.74,24,2,50
1,102.75,31,2,52
1,106.07,45,1,45
0,122.42,11,9,57
0,78.48,5,10,47
1,103.04,29,9,39
1,102.48,35,5,36
0,45.9,6,2,19
1,72.47,13,3,32
0,91.7,6,3,37
1,144.67,46,7,62
1,115.03,33,4,45
0,114.52,4,2,53
1,99.25,17,16,40
0,81.66,36,3,40
1,78.84,30,4,25
1,104.61,39,2,23
1,61.72,30,1,26
1,89.73,10,3,46
1,139.62,20,4,60
0,44.65,31,6,36
1,106.4,19,5,29
1,92.75,35,2,21
1,116.83,28,12,62
0,96.94,15,3,29
1,139.86,29,9,62
1,60.97,17,2,26
1,117.63,33,12,61
0,70.2,34,2,33
0,103.03,1,3,51
1,47.2,9,1,41
0,69.88,6,1,57
1,98.54,46,4,63
0,92.23,15,4,58
1,80.27,13,3,36
0,70.62,34,0,22
1,78.25,45,1,36
1,101.0,39,2,55
1,69.92,39,4,45
0,49.26,11,2,20
0,137.44,14,9,47
0,106.75,43,8,39
1,92.27,35,5,28
0,90.31,19,1,52
0,85.18,14,2,40
1,31.26,9,5,36
1,102.43,36,7,59
1,70.83,38,8,39
0,91.48,44,9,41
1,118.43,14,3,56
0,74.12,26,3,35
1,49.05,45,2,30
1,117.42,27,1,50
1,152.24,40,12,34
1,121.76,32,4,58
1,108.41,13,0,29
0,65.44,3,0,62
1,86.35,38,2,29
1,135.19,22,4,32
0,100.95,2,14,27
0,103.12,12,7,43
1,63.19,32,1,26
0,131.8,14,7,37
0,11.25,34,1,24
1,112.29,41,7,62
0,40.93,23,13,35
1,96.27,25,2,54
0,84.74,15,3,55
0,43.5,6,7,31
1,84.49,17,5,27
0,48.54,17,1,22
0,34.58,9,4,30
0,157.88,2,18,55
0,58.51,2,6,24
1,95.74,46,2,26
0,107.85,31,8,42
1,106.06,38,12,27
1,82.33,30,1,41
1,84.59,29,2,22
1,166.46,43,9,50
0,57.72,9,7,62
0,71.33,28,1,55
1,138.97,25,14,49
1,126.56,43,6,33
0,119.92,25,7,45
0,66.88,12,2,33
0,60.46,10,2,60
0,101.97,26,3,62
1,125.19,33,14,63
0,45.16,38,2,25
0,94.92,12,3,54
1,91.39,32,9,50
0,97.85,3,11,56
1,117.96,47,11,36
1,56.76,7,1,51
0,82.36,7,10,49
1,101.45,29,4,48
1,98.45,42,7,55
1,37.11,4,2,31
0,66.89,1,1,42
1,103.05,22,4,56
1,76.62,16,3,56
1,65.6,1,2,40
0,104.81,20,11,42
1,77.67,18,2,52
1,144.79,37,20,37
1,88.18,33,3,19
0,85.45,7,1,47
0,78.33,8,2,31
1,134.79,41,6,26
1,79.57,17,3,58
0,67.38,42,7,45
1,77.05,34,3,40
1,122.95,43,1,49
0,101.98,21,4,57
1,138.37,36,10,40
1,84.17,25,5,57
0,89.1,34,35,42
1,100.94,38,1,28
0,67.7,20,5,22
0,77.12,10,8,58
1,114.27,36,3,50
0,91.12,8,4,62
0,46.09,18,6,26
1,44.7,2,9,25
0,87.93,8,3,48
1,87.47,6,11,19
1,126.37,39,6,41
0,23.77,4,2,21
0,81.69,40,4,60
1,91.81,33,8,37
1,96.11,20,10,30
1,117.99,46,2,52
1,115.24,43,2,41
0,47.18,31,8,20
0,102.74,39,1,62
0,72.36,28,3,55
1,71.9,24,3,29
0,119.58,5,8,42
1,55.51,19,3,41
1,118.68,26,2,62
0,59.47,29,8,22
0,69.33,7,2,22
0,69.99,13,1,30
0,42.75,7,1,57
1,92.43,41,7,19
0,55.53,32,3,28
1,95.09,19,2,31
1,72.49,13,6,25
0,67.38,30,2,64
0,66.58,17,1,58
1,92.52,20,3,39
1,111.19,42,6,60
0,110.91,20,1,47
1,93.51,36,9,36
1,84.55,29,1,40
1,80.05,24,4,39
1,105.6,12,7,39
0,91.25,28,11,20
1,91.13,16,5,61
0,109.2,25,11,23
0,65.18,22,1,31
1,133.25,44,9,50
1,87.51,20,4,23
0,106.37,8,2,60
1,96.76,19,8,62
1,129.65,29,15,39
1,130.46,37,3,35
1,99.2,47,8,34
1,89.04,47,4,24
0,105.58,14,4,54
0,56.68,21,4,21
1,100.43,29,3,26
0,98.92,9,10,29
0,81.66,2,3,59
0,78.72,9,3,58
1,115.48,25,5,61
1,107.21,43,3,49
0,99.39,18,5,21
0,69.05,37,15,29
0,106.71,38,7,47
0,47.43,14,2,51
1,125.65,36,20,47
1,55.04,25,5,43
1,114.63,36,5,27
1,122.18,30,2,63
1,139.14,30,11,59
1,92.42,37,2,32
0,80.46,35,4,33
0,60.24,10,5,33
0,111.87,21,24,37
1,70.13,13,9,46
1,114.67,30,6,46
0,94.08,11,7,56
1,79.18,8,1,53
1,83.74,16,7,45
1,114.13,27,7,26
1,96.67,47,2,49
1,89.4,36,0,39
1,109.27,40,1,45
1,100.63,34,1,63
1,103.73,46,9,38
0,98.94,43,7,50
0,38.92,9,6,20
1,121.16,40,4,43
0,98.54,26,9,63
1,110.25,30,4,40
0,61.52,9,3,31
1,161.89,31,9,64
0,67.04,25,5,45
1,59.72,13,5,33
1,76.59,24,5,39
1,132.58,39,10,56
0,105.35,17,5,33
1,113.22,8,1,51
1,40.38,26,3,27
0,43.81,28,3,57
1,128.33,34,7,63
0,45.13,1,2,35
1,86.39,27,5,55
1,143.25,44,7,60
1,139.36,38,10,44
1,80.05,24,6,38
1,102.1,16,6,36
1,82.05,28,9,58
1,103.24,17,3,47
0,87.64,20,2,49
1,78.79,25,1,39
1,105.7,18,7,32
0,110.62,35,5,54
1,118.23,24,15,46
1,56.67,27,2,18
1,66.13,10,6,37
1,145.28,47,11,50
1,59.23,13,4,35
1,129.48,40,3,43
1,97.8,28,5,34
0,84.27,19,15,32
1,74.75,16,2,25
1,100.38,7,1,42
0,137.27,12,26,64
1,122.78,46,1,26
1,69.19,19,0,24
0,90.05,1,4,51
0,79.57,39,5,37
1,81.84,42,1,21
1,59.84,8,6,50
0,143.7,25,36,57
1,119.49,31,2,39
1,100.49,17,3,60
0,81.98,44,3,24
1,78.84,20,2,58
1,106.66,46,6,38
1,94.85,28,5,26
1,84.11,26,2,39
0,96.91,19,4,57
1,109.89,40,7,40
1,98.35,12,2,51
1,127.6,31,8,63
1,103.33,39,2,48
1,88.54,38,4,61
0,87.46,5,5,55
1,129.22,24,3,56
0,58.65,21,1,27
1,103.97,9,4,25
1,103.55,33,1,49
0,67.39,13,7,19
0,51.6,43,4,36
0,46.01,6,2,45
0,38.45,7,2,22
1,110.72,5,4,64
1,127.35,47,3,45
0,104.35,24,4,44
1,60.63,37,0,22
1,129.89,37,5,62
1,115.63,36,18,32
0,73.15,1,1,18
1,73.32,5,1,62
0,69.94,42,2,36
0,76.61,5,10,35
0,77.76,9,4,27
1,74.47,30,6,48
0,117.62,3,3,60
1,118.33,39,2,47
1,148.09,44,7,64
0,47.94,26,3,28
0,140.89,24,12,59
1,155.07,32,9,51
1,145.1,44,3,55
1,101.86,39,4,27
1,97.81,42,1,25
0,110.96,12,21,31
0,79.6,34,4,47
0,90.76,16,2,46
0,82.5,4,4,50
1,108.95,30,5,57
1,87.59,1,3,32
0,49.28,21,3,40
0,74.57,4,8,38
0,74.84,11,1,36
1,110.18,38,2,42
1,99.04,45,3,60
1,112.79,47,5,23
1,76.16,21,5,30
0,58.2,31,4,29
0,86.29,12,6,36
1,125.24,36,2,57
1,64.38,1,1,31
1,122.85,24,6,56
1,88.31,25,2,56
0,36.99,41,7,33
0,86.77,36,4,60
1,113.89,33,8,29
1,73.84,9,2,43
1,118.97,13,1,59
0,87.95,3,8,42
1,78.88,9,4,32
1,87.34,35,6,35
1,94.0,45,4,26
0,99.87,3,3,51
1,88.04,33,2,31
0,82.55,19,5,61
0,82.49,13,7,30
1,105.96,29,12,53
1,84.96,28,7,59
0,78.51,14,3,57
0,52.89,14,4,44
0,58.93,6,5,21
0,71.76,16,1,51
1,90.51,28,5,29
0,105.68,4,2,60
0,74.92,27,3,34
1,86.87,14,7,20
1,95.26,24,8,35
1,124.89,39,4,38
1,54.6,5,6,23
0,70.88,2,4,23
1,93.29,43,3,24
0,106.58,4,9,28
0,59.28,26,3,26
1,117.26,38,3,33
1,106.79,5,14,52
0,88.41,1,1,37
0,85.27,1,4,36
1,92.85,16,4,55
1,104.58,20,9,61
1,100.83,1,8,37
0,48.28,34,3,20
0,72.22,27,8,31
1,102.56,16,4,57
0,134.38,12,22,53
0,46.8,17,1,35
0,64.24,11,1,28
1,78.84,25,1,18
1,84.89,21,3,18
0,66.21,32,1,23
0,103.11,38,19,40
1,84.74,19,2,47
1,88.09,16,0,55
1,157.22,45,8,56
0,126.45,25,1,63
1,125.16,33,3,60
0,58.01,37,5,20
0,80.27,2,8,56
1,95.84,18,13,39
1,113.48,43,4,52
1,185.24,42,2,62
1,98.15,20,10,48
1,60.95,12,2,19
0,122.44,6,11,57
0,74.22,39,5,18
1,170.23,43,2,64
0,71.53,15,2,56
0,99.73,1,6,63
0,69.97,30,1,61
0,84.53,12,4,40
1,111.24,12,5,40
0,72.89,15,4,28
1,76.65,20,3,51
0,119.88,36,9,63
1,138.19,33,4,61
0,63.18,10,5,55
